trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
184,False,"{'a': 0.02, 'e': -0.8585264337421017}",30,18,24.122598734800548,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
185,False,"{'a': 0.02, 'e': -0.848100031710408}",30,9,30.53281301957869,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 0.02, 'e': -0.8373344009738799}",20,10,16.05700657187384,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.02, 'e': -0.8262338476412722}",30,23,13.002941247872648,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.02, 'e': -0.8148028117859123}",20,12,14.570317534931133,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.02, 'e': -0.8030458656697306}",20,12,13.655182030489017,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.02, 'e': -0.7909677119144165}",25,16,16.510197778051847,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.02, 'e': -0.7785731816204322}",30,10,33.71140006233797,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.02, 'e': -0.7658672324346374}",20,9,16.371018563678476,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.02, 'e': -0.7528549465672953}",20,11,15.728604376983915,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
194,False,"{'a': 0.02, 'e': -0.7395415287592585}",25,9,25.31659780773529,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
195,False,"{'a': 0.02, 'e': -0.7259323042001402}",25,19,10.392350835154957,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.02, 'e': -0.7120327163983102}",20,13,13.87266048365256,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
197,False,"{'a': 0.02, 'e': -0.6978483250035639}",20,0,23.6505856987423,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.02, 'e': -0.6833848035833363}",20,3,33.00092152742493,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.02, 'e': -0.6686479373533513}",20,14,9.181063298319824,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.02, 'e': -0.6536436208636119}",20,12,13.994089110863198,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 0.02, 'e': -0.6383778556406589}",25,15,21.456768764338854,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 0.02, 'e': -0.6228567477870415}",25,17,14.836886952071065,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.02, 'e': -0.6070865055389545}",30,12,34.675320074426246,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.02, 'e': -0.5910734367830315}",25,7,34.95366669806872,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.02, 'e': -0.5748239465332692}",20,3,24.233053722877024,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.02, 'e': -0.5583445343691101}",20,11,18.588958157806886,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.02, 'e': -0.5416417918356986}",20,13,13.305365252282563,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.02, 'e': -0.5247223998073464}",20,13,13.335589195529774,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.02, 'e': -0.5075931258152773}",25,14,18.341831428183013,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.02, 'e': -0.4902608213406995}",25,17,16.091881060843672,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.02, 'e': -0.47273241907430985}",20,11,15.774189952574984,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.02, 'e': -0.4550149301433047}",20,5,21.01132405675778,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.02, 'e': -0.43711544130702784}",20,0,27.514187206960006,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
214,False,"{'a': 0.02, 'e': -0.41904111212235556}",25,8,32.3571776861251,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.02, 'e': -0.40079917207997545}",20,9,19.688145304598955,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.02, 'e': -0.38239691771268025}",25,7,31.39457819576794,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.02, 'e': -0.3638417096768584}",20,10,18.77120779930547,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.02, 'e': -0.3451409698083231}",20,12,14.933119123535125,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.02, 'e': -0.3263021781536835}",25,5,31.705424947664937,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.02, 'e': -0.30733286997841935}",20,5,28.04719676651962,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.02, 'e': -0.2882406327528816}",25,17,15.789376423971364,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.02, 'e': -0.26903310311739903}",30,16,25.458861595428665,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.02, 'e': -0.2497179638277306}",20,10,17.534392076852704,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.02, 'e': -0.23030294068205867}",30,15,28.387385700460126,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.02, 'e': -0.21079579943077972}",20,2,28.946718597919336,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.02, 'e': -0.19120434267030076}",25,18,14.118466498743143,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.02, 'e': -0.1715364067221118}",20,3,26.0470082165835,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.02, 'e': -0.1517998584983547}",25,20,9.79335429559186,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.02, 'e': -0.13200259235517028}",20,7,15.366298863812773,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.02, 'e': -0.11215252693505398}",25,11,26.445536403624406,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.02, 'e': -0.09225760199951166}",25,16,13.107002463857548,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.02, 'e': -0.07232577525325448}",25,17,10.598091687720311,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.02, 'e': -0.052365019161225934}",20,6,21.33026005791436,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.02, 'e': -0.03238331775972473}",20,14,11.5140304688647,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.02, 'e': -0.01238866346289056}",30,15,30.575435025632817,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.02, 'e': 0.007610946134147902}",25,14,20.907946499970787,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.02, 'e': 0.02760751145421152}",30,16,30.713351465594712,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.02, 'e': 0.047593034137787815}",20,13,11.8469676756452,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.02, 'e': 0.06755952024227521}",20,6,27.425404422844633,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.02, 'e': 0.0874989834394464}",25,9,24.901089986201917,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.02, 'e': 0.10740344820988025}",25,12,24.44586286452133,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.02, 'e': 0.12726495303305613}",20,12,16.804941289407676,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.02, 'e': 0.1470755535718631}",20,0,-28.747522816147644,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
244,False,"{'a': 0.02, 'e': 0.1668273258502217}",20,0,-6.7925678538253695,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",1
245,False,"{'a': 0.02, 'e': 0.18651236942257574}",30,16,25.093111342146763,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.02, 'e': 0.20612281053395834}",20,11,-38.893642819989935,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
247,False,"{'a': 0.02, 'e': 0.2256508052693957}",20,9,-7.73129330945558,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 0}",1
248,False,"{'a': 0.02, 'e': 0.24508854269136174}",20,0,-35.06064187398972,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
249,False,"{'a': 0.02, 'e': 0.2644282479640558}",25,10,0.69196724746591,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
250,False,"{'a': 0.02, 'e': 0.2836621854632263}",20,12,9.950931821936976,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.02, 'e': 0.3027826618703244}",20,15,8.971634605252511,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.02, 'e': 0.3217820292497218}",30,4,-12.111465657848026,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 1}",1
253,False,"{'a': 0.02, 'e': 0.3406526881077901}",25,13,-3.0457660020258146,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
254,False,"{'a': 0.02, 'e': 0.3593870904325897}",20,0,-20.07881072020571,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
255,False,"{'a': 0.02, 'e': 0.37797774271298107}",20,9,-117.64783538361557,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 3}",1
256,False,"{'a': 0.02, 'e': 0.39641720893592247}",30,0,-14.88665961002331,"{0: 25, 1: 0, 2: 5, 3: 0, 4: 0}",0
257,False,"{'a': 0.02, 'e': 0.4146981135607818}",20,0,-5.028883390360437,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
258,False,"{'a': 0.02, 'e': 0.4328131444694521}",25,14,-39.354269841987,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 1}",1
259,False,"{'a': 0.02, 'e': 0.4507550558910988}",20,12,3.973000352130004,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
260,False,"{'a': 0.02, 'e': 0.4685166713003771}",30,16,-18.902019548529857,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
261,False,"{'a': 0.02, 'e': 0.4860908862879401}",20,5,-58.55355305431149,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 1}",1
262,False,"{'a': 0.02, 'e': 0.5034706714021142}",25,0,-3.84193162022716,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
263,False,"{'a': 0.02, 'e': 0.5206490749605794}",20,0,-60.9315656978762,"{0: 14, 1: 4, 2: 1, 3: 0, 4: 1}",0
264,False,"{'a': 0.02, 'e': 0.5376192258309562}",20,3,-66.96819857483965,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 2}",1
265,False,"{'a': 0.02, 'e': 0.5543743361791608}",20,2,-96.90982894796029,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 2}",1
266,False,"{'a': 0.02, 'e': 0.5709077041844536}",35,1,-120.4392071095813,"{0: 23, 1: 2, 2: 6, 3: 2, 4: 1}",1
267,False,"{'a': 0.02, 'e': 0.5872127167200731}",25,4,-112.65919214457327,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 2}",1
268,False,"{'a': 0.02, 'e': 0.6032828519984038}",25,0,-3.728170209054463,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
269,False,"{'a': 0.02, 'e': 0.6191116821795987}",25,0,-86.04507956656988,"{0: 16, 1: 3, 2: 5, 3: 0, 4: 1}",1
270,False,"{'a': 0.02, 'e': 0.6346928759426346}",30,5,-85.98306120203394,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 2}",1
271,False,"{'a': 0.02, 'e': 0.6500202010177517}",25,10,3.743026358863107,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
272,False,"{'a': 0.02, 'e': 0.6650875266792828}",30,0,-135.15548091666795,"{0: 19, 1: 3, 2: 5, 3: 1, 4: 2}",0
273,False,"{'a': 0.02, 'e': 0.6798888261978571}",20,11,-27.190365227626696,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
274,False,"{'a': 0.02, 'e': 0.6944181792510162}",25,0,-53.20028634684588,"{0: 17, 1: 2, 2: 6, 3: 0, 4: 0}",0
275,False,"{'a': 0.02, 'e': 0.70866977429126}",30,13,13.500927985083493,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
276,False,"{'a': 0.02, 'e': 0.7226379108705923}",20,7,-87.1442837367041,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 2}",1
277,False,"{'a': 0.02, 'e': 0.7363170019206193}",25,0,-120.56786996112258,"{0: 15, 1: 3, 2: 5, 3: 0, 4: 2}",0
278,False,"{'a': 0.02, 'e': 0.7497015759873078}",20,3,-111.40037094342593,"{0: 9, 1: 3, 2: 3, 3: 0, 4: 2}",1
279,False,"{'a': 0.02, 'e': 0.7627862794194885}",20,0,-47.751789748750284,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
280,False,"{'a': 0.02, 'e': 0.7755658785102502}",25,0,-48.56861573540027,"{0: 15, 1: 6, 2: 4, 3: 0, 4: 0}",0
281,False,"{'a': 0.02, 'e': 0.7880352615903476}",25,0,-61.83241716587177,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
282,False,"{'a': 0.02, 'e': 0.8001894410728058}",20,2,-23.875453912338475,"{0: 12, 1: 4, 2: 2, 3: 0, 4: 0}",1
283,False,"{'a': 0.02, 'e': 0.8120235554478855}",25,0,-178.90385429814654,"{0: 13, 1: 3, 2: 6, 3: 0, 4: 3}",0
284,False,"{'a': 0.02, 'e': 0.823532871227622}",30,0,-120.75205472627081,"{0: 21, 1: 2, 2: 5, 3: 0, 4: 2}",0
285,False,"{'a': 0.02, 'e': 0.8347127848391598}",20,12,3.630139481164026,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
286,False,"{'a': 0.02, 'e': 0.8455588244661169}",30,2,-132.46421803380588,"{0: 20, 1: 3, 2: 2, 3: 0, 4: 3}",1
287,False,"{'a': 0.02, 'e': 0.8560666518372553}",25,0,-142.48935768379928,"{0: 12, 1: 6, 2: 5, 3: 0, 4: 2}",0
288,False,"{'a': 0.02, 'e': 0.8662320639617282}",20,0,-152.10371581889675,"{0: 11, 1: 3, 2: 3, 3: 0, 4: 3}",0
289,False,"{'a': 0.02, 'e': 0.8760509948102237}",25,0,-102.50886065026468,"{0: 17, 1: 0, 2: 6, 3: 1, 4: 1}",0
290,False,"{'a': 0.02, 'e': 0.8855195169413189}",25,0,-69.776408813393,"{0: 16, 1: 1, 2: 8, 3: 0, 4: 0}",0
291,False,"{'a': 0.02, 'e': 0.8946338430724075}",20,15,1.747900560319124,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.02, 'e': 0.9033903275945588}",25,0,-113.74140473930031,"{0: 12, 1: 3, 2: 9, 3: 1, 4: 0}",0
293,False,"{'a': 0.02, 'e': 0.9117854680307166}",25,0,-66.2410010691609,"{0: 18, 1: 4, 2: 1, 3: 1, 4: 1}",0
294,False,"{'a': 0.02, 'e': 0.9198159064366391}",20,6,-48.39844453165081,"{0: 8, 1: 0, 2: 6, 3: 0, 4: 0}",1
295,False,"{'a': 0.02, 'e': 0.9274784307440359}",25,0,-113.44934607541357,"{0: 15, 1: 0, 2: 8, 3: 1, 4: 1}",0
296,False,"{'a': 0.02, 'e': 0.934769976045349}",25,0,-151.52827974078883,"{0: 13, 1: 3, 2: 7, 3: 0, 4: 2}",1
297,False,"{'a': 0.02, 'e': 0.9416876258196776}",20,0,-106.44060827450554,"{0: 12, 1: 0, 2: 6, 3: 1, 4: 1}",0
298,False,"{'a': 0.02, 'e': 0.9482286130993458}",30,0,-30.677218533019076,"{0: 24, 1: 2, 2: 3, 3: 1, 4: 0}",0
299,False,"{'a': 0.02, 'e': 0.954390321576654}",25,8,-3.527736258343464,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
300,False,"{'a': 0.02, 'e': 0.9601702866503661}",20,0,-66.8265235125513,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
301,False,"{'a': 0.02, 'e': 0.9655661964115179}",25,0,-134.48279190056934,"{0: 12, 1: 3, 2: 9, 3: 0, 4: 1}",0
302,False,"{'a': 0.02, 'e': 0.9705758925681492}",20,0,-62.42124129812891,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 1}",0
303,False,"{'a': 0.02, 'e': 0.9751973713085929}",25,0,-183.34971266970754,"{0: 15, 1: 0, 2: 6, 3: 1, 4: 3}",0
304,False,"{'a': 0.02, 'e': 0.9794287841029711}",25,0,-135.32570735442195,"{0: 10, 1: 4, 2: 10, 3: 1, 4: 0}",0
305,False,"{'a': 0.02, 'e': 0.9832684384425847}",30,0,-38.85394497209094,"{0: 24, 1: 1, 2: 4, 3: 1, 4: 0}",0
306,False,"{'a': 0.02, 'e': 0.9867147985168921}",20,0,-78.76447326972806,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
307,False,"{'a': 0.02, 'e': 0.9897664858278148}",20,0,-88.03430818008164,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
308,False,"{'a': 0.02, 'e': 0.9924222797411169}",25,19,1.3542191203237484,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.02, 'e': 0.994681117974643}",25,0,-127.00004167721862,"{0: 16, 1: 3, 2: 3, 3: 1, 4: 2}",0
310,False,"{'a': 0.02, 'e': 0.9965420970232175}",20,0,-73.7497316493188,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
311,False,"{'a': 0.02, 'e': 0.9980044725200334}",25,0,-55.65623501094205,"{0: 16, 1: 3, 2: 6, 3: 0, 4: 0}",0
312,False,"{'a': 0.02, 'e': 0.9990676595343903}",20,0,-73.23110157214798,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",0
313,False,"{'a': 0.02, 'e': 0.9997312328056578}",20,0,-138.81014901775617,"{0: 10, 1: 4, 2: 3, 3: 1, 4: 2}",0
314,False,"{'a': 0.02, 'e': 0.9999949269133752}",25,0,-67.87390620559708,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",0
315,False,"{'a': 0.02, 'e': 0.9998586363834151}",20,0,-89.35270262369716,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",0
316,False,"{'a': 0.02, 'e': 0.9993224157301724}",20,0,-78.85965724837064,"{0: 10, 1: 3, 2: 6, 3: 1, 4: 0}",0
317,False,"{'a': 0.02, 'e': 0.9983864794347589}",20,0,-92.16379490447213,"{0: 9, 1: 2, 2: 9, 3: 0, 4: 0}",0
318,False,"{'a': 0.02, 'e': 0.9970512018592137}",20,0,-97.25416037562104,"{0: 11, 1: 4, 2: 3, 3: 1, 4: 1}",0
319,False,"{'a': 0.02, 'e': 0.9953171170967635}",25,0,-60.07443102234909,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",0
320,False,"{'a': 0.02, 'e': 0.9931849187581926}",25,0,-130.86856378298714,"{0: 16, 1: 2, 2: 5, 3: 0, 4: 2}",0
321,False,"{'a': 0.02, 'e': 0.9906554596944075}",25,0,-15.962842335927752,"{0: 19, 1: 6, 2: 0, 3: 0, 4: 0}",0
322,False,"{'a': 0.02, 'e': 0.9877297516553079}",20,0,-37.637430467059225,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
323,False,"{'a': 0.02, 'e': 0.9844089648851007}",25,0,-108.67517953882884,"{0: 17, 1: 3, 2: 3, 3: 0, 4: 2}",1
324,False,"{'a': 0.02, 'e': 0.9806944276542172}",25,0,-195.48499550510698,"{0: 12, 1: 3, 2: 7, 3: 0, 4: 3}",0
325,False,"{'a': 0.02, 'e': 0.9765876257280235}",25,0,-46.00186322430525,"{0: 17, 1: 3, 2: 5, 3: 0, 4: 0}",0
326,False,"{'a': 0.02, 'e': 0.9720902017725331}",20,0,-168.46585464617755,"{0: 10, 1: 3, 2: 4, 3: 0, 4: 3}",0
327,False,"{'a': 0.02, 'e': 0.9672039546973639}",20,0,-90.22886708598726,"{0: 10, 1: 6, 2: 3, 3: 0, 4: 1}",0
328,False,"{'a': 0.02, 'e': 0.9619308389361961}",35,12,-82.97061702357885,"{0: 15, 1: 2, 2: 4, 3: 1, 4: 1}",1
329,False,"{'a': 0.02, 'e': 0.9562729636650278}",20,0,-186.82488532913447,"{0: 12, 1: 0, 2: 4, 3: 0, 4: 4}",0
330,False,"{'a': 0.02, 'e': 0.9502325919585293}",25,0,-242.21841583030613,"{0: 13, 1: 0, 2: 7, 3: 1, 4: 4}",0
331,False,"{'a': 0.02, 'e': 0.9438121398848466}",20,0,-105.52459583240301,"{0: 11, 1: 1, 2: 5, 3: 3, 4: 0}",0
332,False,"{'a': 0.02, 'e': 0.9370141755392039}",20,0,-104.57389180372385,"{0: 10, 1: 4, 2: 4, 3: 1, 4: 1}",0
333,False,"{'a': 0.02, 'e': 0.9298414180167014}",20,0,-118.78404405207277,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
334,False,"{'a': 0.02, 'e': 0.9222967363247125}",30,0,-105.96054184049481,"{0: 18, 1: 4, 2: 7, 3: 0, 4: 1}",0
335,False,"{'a': 0.02, 'e': 0.9143831482353193}",25,0,-116.76763403983435,"{0: 15, 1: 2, 2: 6, 3: 1, 4: 1}",0
336,False,"{'a': 0.02, 'e': 0.9061038190782451}",25,17,-6.0435649765121795,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
337,False,"{'a': 0.02, 'e': 0.8974620604747624}",25,0,-66.84342242146892,"{0: 15, 1: 4, 2: 6, 3: 0, 4: 0}",0
338,False,"{'a': 0.02, 'e': 0.8884613290130915}",30,0,-122.72633577227245,"{0: 18, 1: 4, 2: 6, 3: 1, 4: 1}",0
339,False,"{'a': 0.02, 'e': 0.879105224865808}",25,13,-36.489346643154974,"{0: 7, 1: 0, 2: 5, 3: 0, 4: 0}",1
340,False,"{'a': 0.02, 'e': 0.8693974903498253}",20,0,-49.37469973930561,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
341,False,"{'a': 0.02, 'e': 0.8593420084295141}",30,0,-184.09939081500713,"{0: 21, 1: 3, 2: 1, 3: 1, 4: 4}",0
342,False,"{'a': 0.02, 'e': 0.8489428011635725}",20,0,-57.74103146444773,"{0: 13, 1: 5, 2: 1, 3: 0, 4: 1}",0
343,False,"{'a': 0.02, 'e': 0.8382040280962512}",20,0,-101.18151541012959,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
344,False,"{'a': 0.02, 'e': 0.8271299845935965}",20,0,-50.04959111312348,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
345,False,"{'a': 0.02, 'e': 0.8157251001253568}",20,0,-29.659148586012613,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
346,False,"{'a': 0.02, 'e': 0.8039939364932571}",20,0,-30.04183789674254,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
347,False,"{'a': 0.02, 'e': 0.7919411860063358}",30,6,-47.95494224118906,"{0: 17, 1: 5, 2: 1, 3: 0, 4: 1}",1
348,False,"{'a': 0.02, 'e': 0.7795716696040875}",25,0,-77.90487181078258,"{0: 16, 1: 3, 2: 5, 3: 0, 4: 1}",0
349,False,"{'a': 0.02, 'e': 0.7668903349281473}",20,14,13.365416400230519,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.02, 'e': 0.7539022543433046}",30,18,-40.68312990061136,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 1}",1
351,False,"{'a': 0.02, 'e': 0.7406126229086201}",25,0,-58.128782840095205,"{0: 18, 1: 4, 2: 2, 3: 0, 4: 1}",0
352,False,"{'a': 0.02, 'e': 0.7270267562994759}",25,0,-53.12472679364095,"{0: 16, 1: 4, 2: 5, 3: 0, 4: 0}",0
353,False,"{'a': 0.02, 'e': 0.7131500886813722}",20,0,-28.593959062063245,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
354,False,"{'a': 0.02, 'e': 0.6989881705363377}",25,0,-120.68362551734448,"{0: 16, 1: 2, 2: 5, 3: 0, 4: 2}",0
355,False,"{'a': 0.02, 'e': 0.6845466664428059}",20,0,-86.85878791161909,"{0: 10, 1: 5, 2: 4, 3: 0, 4: 1}",0
356,False,"{'a': 0.02, 'e': 0.6698313528098649}",30,0,-170.2688332061084,"{0: 20, 1: 1, 2: 5, 3: 1, 4: 3}",0
357,False,"{'a': 0.02, 'e': 0.654848115566765}",30,6,-72.6746147554953,"{0: 14, 1: 4, 2: 5, 3: 1, 4: 0}",1
358,False,"{'a': 0.02, 'e': 0.6396029478086308}",35,13,-46.795310173765486,"{0: 17, 1: 2, 2: 2, 3: 0, 4: 1}",1
359,False,"{'a': 0.02, 'e': 0.6241019473992987}",20,0,-92.50500586749021,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 2}",0
360,False,"{'a': 0.02, 'e': 0.6083513145322546}",25,12,-17.666858612607374,"{0: 9, 1: 1, 2: 3, 3: 0, 4: 0}",1
361,False,"{'a': 0.02, 'e': 0.5923573492506409}",20,8,1.4132695426578694,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
362,False,"{'a': 0.02, 'e': 0.576126448927319}",25,4,-12.515218530663525,"{0: 17, 1: 1, 2: 3, 3: 0, 4: 0}",1
363,False,"{'a': 0.02, 'e': 0.5596651057060105}",30,0,-44.32670383352709,"{0: 23, 1: 5, 2: 1, 3: 0, 4: 1}",0
364,False,"{'a': 0.02, 'e': 0.5429799039045207}",30,12,-6.109549140130417,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
365,False,"{'a': 0.02, 'e': 0.5260775173811054}",20,14,-0.5602325597701889,"{0: 4, 1: 2, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.02, 'e': 0.5089647068650103}",25,15,-2.18269006784871,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
367,False,"{'a': 0.02, 'e': 0.4916483172522754}",25,10,-56.05080826025989,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 1}",1
